Gene_id	Chromosome	Gene_Start	Gene_End
OG_0009161	NC_062236.1	12465975	12489570
OG_0000497	NC_062236.1	12549349	12637749
OG_0012975	NC_062236.1	12620641	12650588
OG_0011499	NC_062236.1	12635825	12683799
OG_0005729	NC_062236.1	12707719	12735938
OG_0006987	NC_062236.1	13086214	13124564
OG_0013679	NC_062236.1	13166098	13189238
OG_0002635	NC_062236.1	13305107	13327873
OG_0017200	NC_062236.1	13310298	13335426
OG_0011941	NC_062236.1	13327231	13350767
OG_0011402	NC_062236.1	13339169	13367108
OG_0002669	NC_062236.1	13365794	13388140
OG_0001326	NC_062236.1	13425156	13455439
OG_0014119	NC_062236.1	13441245	13465555
OG_0007271	NC_062236.1	13448239	13473296
OG_0006290	NC_062236.1	13487326	13544675
OG_0006862	NC_062237.1	23227	44954
OG_0001782	NC_062237.1	44296	65232
OG_0003080	NC_062237.1	55764	77216
OG_0000130	NC_062237.1	66270	101001
OG_0013684	NC_062237.1	88462	115875
OG_0005856	NC_062237.1	110108	131943
OG_0014515	NC_062237.1	307399	329108
OG_0000467	NC_062237.1	323064	349588
OG_0006703	NC_062237.1	336726	359918
OG_0018587	NC_062237.1	351863	373009
OG_0015903	NC_062237.1	369069	391036
OG_0006032	NC_062237.1	371182	391728
OG_0002238	NC_062237.1	380992	402186
OG_0009736	NC_062237.1	391384	413531
OG_0000865	NC_062237.1	696565	802841
OG_0002504	NC_062237.1	937783	997199
OG_0000757	NC_062237.1	1043990	1136825
OG_0006633	NC_062237.1	1126004	1147803
OG_0002672	NC_062237.1	1234936	1256058
OG_0001111	NC_062237.1	1239929	1273430
OG_0017080	NC_062237.1	1276808	1297669
OG_0002101	NC_062237.1	1488422	1516135
OG_0000922	NC_062237.1	1687506	1727481
OG_0005321	NC_062237.1	1727650	1750972
OG_0018061	NC_062237.1	1731760	1752519
OG_0001059	NC_062237.1	1746220	1769657
OG_0015892	NC_062237.1	1771966	1799788
OG_0007746	NC_062237.1	1794511	1833962
OG_0017033	NC_062237.1	1858430	1879752
OG_0009167	NC_062237.1	2188108	2208902
OG_0005483	NC_062237.1	2194360	2214771
OG_0005520	NC_062237.1	2204445	2233694
OG_0018345	NC_062237.1	2242149	2264215
OG_0008336	NC_062237.1	2469421	2661562
OG_0005850	NC_062237.1	2662001	2683071
OG_0015997	NC_062237.1	2667855	2688823
OG_0005330	NC_062237.1	2677534	2700078
OG_0001829	NC_062237.1	2684177	2709553
OG_0017444	NC_062237.1	2834043	2862206
OG_0018246	NC_062237.1	2844283	2866550
OG_0014026	NC_062237.1	3041392	3074634
OG_0015953	NC_062237.1	3056177	3079301
OG_0006597	NC_062237.1	3187248	3245054
OG_0009645	NC_062237.1	3484641	3546118
OG_0009057	NC_062237.1	3801010	3831592
OG_0000504	NC_062237.1	3817015	3839703
OG_0012244	NC_062237.1	3902690	3940223
OG_0001673	NC_062237.1	3941506	3962708
OG_0018012	NC_062237.1	4051957	4073194
OG_0016866	NC_062237.1	4115708	4144171
OG_0009613	NC_062237.1	4128282	4151270
OG_0005479	NC_062237.1	4131522	4152939
OG_0012705	NC_062237.1	4143438	4164112
OG_0005800	NC_062237.1	4149942	4177836
OG_0001842	NC_062237.1	4161617	4184079
OG_0017460	NC_062237.1	4173539	4198166
OG_0012861	NC_062237.1	4197082	4237206
OG_0012132	NC_062237.1	4223225	4247321
OG_0005801	NC_062237.1	4699080	4732167
OG_0012429	NC_062237.1	4734247	4759468
OG_0016188	NC_062237.1	5009976	5030605
OG_0017294	NC_062237.1	5076323	5097478
OG_0006626	NC_062237.1	5083770	5107562
OG_0016923	NC_062237.1	5092918	5120306
OG_0007315	NC_062237.1	5113989	5163742
OG_0011966	NC_062237.1	5279534	5305384
OG_0007226	NC_062237.1	5286201	5317026
OG_0001195	NC_062237.1	5392565	5414223
OG_0015410	NC_062237.1	5458321	5482570
OG_0015498	NC_062237.1	5465980	5487970
OG_0018626	NC_062237.1	5486051	5506587
OG_0003057	NC_062237.1	5514261	5534785
OG_0019013	NC_062237.1	5549200	5569769
OG_0007249	NC_062237.1	5575870	5596320
OG_0007248	NC_062237.1	5580267	5600737
OG_0007247	NC_062237.1	5585002	5606211
OG_0014809	NC_062237.1	5588181	5609211
OG_0018871	NC_062237.1	5614723	5635298
OG_0005576	NC_062237.1	5662904	5684642
OG_0018102	NC_062237.1	5678323	5698679
OG_0013026	NC_062237.1	5693994	5717603
OG_0014768	NC_062237.1	5701268	5721570
OG_0017399	NC_062237.1	5737452	5768029
OG_0015225	NC_062237.1	5761784	5782990
OG_0000749	NC_062237.1	5848579	5869136
OG_0018034	NC_062237.1	5910386	5931309
OG_0014262	NC_062237.1	6235059	6255676
OG_0015869	NC_062237.1	6240687	6262491
OG_0001034	NC_062237.1	6253227	6275169
OG_0009522	NC_062237.1	6265879	6316002
OG_0000153	NC_062237.1	6328219	6349394
OG_0017360	NC_062237.1	6388042	6410210
OG_0009635	NC_062237.1	6419601	6448841
OG_0006641	NC_062237.1	6445223	6480534
OG_0002477	NC_062237.1	6498035	6525565
OG_0009678	NC_062237.1	6507695	6532189
OG_0013695	NC_062237.1	6580935	6645431
OG_0000316	NC_062237.1	6835076	6865518
OG_0000771	NC_062237.1	6872454	6909771
OG_0017052	NC_062237.1	7174410	7213791
OG_0001291	NC_062237.1	7198220	7220163
OG_0003585	NC_062237.1	7203296	7241194
OG_0003013	NC_062237.1	7270384	7307832
OG_0015494	NC_062237.1	7296664	7317507
OG_0013335	NC_062237.1	7301737	7326578
OG_0005707	NC_062237.1	7432353	7460286
OG_0005549	NC_062237.1	7462985	7487774
OG_0001552	NC_062237.1	7489836	7512562
OG_0005509	NC_062237.1	7497583	7520873
OG_0000491	NC_062237.1	7510495	7534271
OG_0015577	NC_062237.1	7538541	7566522
OG_0011974	NC_062237.1	7566134	7591379
OG_0009063	NC_062237.1	7763033	7784484
OG_0013173	NC_062237.1	7783537	7813523
OG_0018725	NC_062237.1	7886666	7912517
OG_0009172	NC_062237.1	7905174	7927101
OG_0002396	NC_062237.1	7953189	7989902
OG_0015327	NC_062237.1	7983161	8008044
OG_0002109	NC_062237.1	7989960	8011762
OG_0011832	NC_062237.1	8024968	8046239
OG_0011610	NC_062237.1	8035454	8060121
OG_0001293	NC_062237.1	8088087	8207150
OG_0012616	NC_062237.1	8293016	8330918
OG_0015684	NC_062237.1	8376388	8442984
OG_0006822	NC_062237.1	8588093	8616336
OG_0002444	NC_062237.1	8600556	8622508
OG_0003012	NC_062237.1	8604407	8655499
OG_0016674	NC_062237.1	8701183	8723856
OG_0013549	NC_062237.1	8765788	8789852
OG_0011285	NC_062237.1	8847411	8906883
OG_0018986	NC_062237.1	8888886	8914870
OG_0018988	NC_062237.1	8897093	8924872
OG_0018987	NC_062237.1	8910367	8934210
OG_0005865	NC_062237.1	9014553	9035789
OG_0016321	NC_062237.1	9317246	9338853
OG_0008209	NC_062237.1	9320925	9355831
OG_0007710	NC_062237.1	9392783	9426636
OG_0011739	NC_062237.1	9412533	9434875
OG_0014708	NC_062237.1	9415788	9436249
OG_0017391	NC_062237.1	9417891	9439170
OG_0000883	NC_062237.1	9456689	9483696
OG_0012600	NC_062237.1	9465610	9491463
OG_0007637	NC_062237.1	9492220	9517891
OG_0013477	NC_062237.1	9502415	9523230
OG_0001488	NC_062237.1	9507784	9557571
OG_0009563	NC_062237.1	9544284	9566176
OG_0013471	NC_062237.1	9551126	9571867
OG_0012659	NC_062237.1	9579629	9604492
OG_0017719	NC_062237.1	9592052	9632342
OG_0015020	NC_062237.1	9617031	9638695
OG_0006755	NC_062237.1	9622382	9644109
OG_0019046	NC_062237.1	9635178	9655438
OG_0008328	NC_062237.1	9823885	9863838
OG_0018084	NC_062237.1	9844600	9865179
OG_0001892	NC_062237.1	9960382	9987768
OG_0009357	NC_062237.1	9978567	10006239
OG_0018240	NC_062237.1	9993907	10014606
OG_0016260	NC_062237.1	10056468	10097987
OG_0011847	NC_062237.1	10097301	10171530
OG_0011849	NC_062237.1	10153394	10177278
OG_0018322	NC_062237.1	10157878	10178813
OG_0017142	NC_062237.1	10254887	10282707
OG_0006456	NC_062237.1	10337220	10361406
OG_0013723	NC_062237.1	10377280	10408217
OG_0007007	NC_062237.1	10389631	10412548
OG_0018109	NC_062237.1	10395958	10416529
OG_0013900	NC_062237.1	10444227	10465212
OG_0013901	NC_062237.1	10451455	10490374
OG_0001317	NC_062237.1	10471630	10495842
OG_0006351	NC_062237.1	10578285	10622215
OG_0017647	NC_062237.1	10698168	10730908
OG_0017648	NC_062237.1	10722044	10754372
OG_0018876	NC_062237.1	10957039	10977723
OG_0012207	NC_062237.1	10978039	11013525
OG_0001513	NC_062237.1	10998116	11041502
OG_0018701	NC_062237.1	11022650	11043069
OG_0011213	NC_062237.1	11032510	11057277
OG_0014174	NC_062237.1	11100267	11153758
OG_0014416	NC_062237.1	11481634	11522410
OG_0011309	NC_062237.1	11541465	11577627
OG_0000638	NC_062237.1	11631684	11664844
OG_0011495	NC_062237.1	11645764	11703630
OG_0005282	NC_062237.1	11878910	11935216
OG_0005281	NC_062237.1	11922206	11954838
OG_0007182	NC_062237.1	11961677	12020569
OG_0000045	NC_062237.1	12219571	12248659
OG_0012028	NC_062237.1	12232730	12281040
OG_0002015	NC_062237.1	12262898	12286435
OG_0002164	NC_062237.1	12297179	12330520
OG_0013720	NC_062237.1	12327140	12362489
OG_0004584	NC_062237.1	12345397	12449690
OG_0012270	NC_062237.1	12433435	12495131
OG_0013343	NC_062237.1	12495311	12527122
OG_0007988	NC_062237.1	12517812	12552749
OG_0011603	NC_062237.1	12538712	12559421
OG_0011845	NC_062237.1	12568357	12598327
OG_0009507	NC_062237.1	12641090	12685342
OG_0012899	NC_062237.1	12799432	12832586
OG_0005472	NC_062237.1	12817617	12838327
OG_0017361	NC_062237.1	12841663	12912426
OG_0014181	NC_062237.1	12896078	12937146
OG_0001745	NC_062237.1	12920411	12945885
OG_0000294	NC_062237.1	12929060	12961814
OG_0005450	NC_062237.1	13169260	13192243
OG_0009151	NC_062237.1	13176241	13199370
OG_0007323	NC_062237.1	13180289	13232321
OG_0006859	NC_062237.1	13241064	13264867
OG_0005651	NC_062237.1	13319025	13345549
OG_0016978	NC_062237.1	13341047	13362613
OG_0017398	NC_062237.1	13347985	13381888
OG_0002099	NC_062237.1	13363642	13389816
OG_0016452	NC_062237.1	13451558	13474374
OG_0015680	NC_062237.1	13460037	13482754
OG_0015658	NC_062237.1	13463964	13485609
OG_0006964	NC_062237.1	13526924	13547661
OG_0009441	NC_062237.1	13532934	13561733
OG_0000804	NC_062237.1	13551630	13576964
OG_0017833	NC_062237.1	13609469	13629849
OG_0002740	NC_062237.1	13619615	13642060
OG_0016298	NC_062237.1	49749	73882
OG_0015834	NC_062237.1	98193	128286
OG_0007790	NC_062237.1	112191	133680
OG_0015068	NC_062237.1	150690	178200
OG_0005000	NC_062237.1	164710	194806
OG_0011409	NC_062237.1	313030	339732
OG_0016885	NC_062237.1	341799	365175
OG_0011169	NC_062237.1	353663	382506
OG_0006033	NC_062237.1	372044	392452
OG_0001163	NC_062237.1	373477	394953
OG_0017088	NC_062237.1	378924	400172
OG_0016707	NC_062237.1	382703	410433
OG_0000864	NC_062237.1	440004	473846
OG_0006980	NC_062237.1	1054647	1078435
OG_0002002	NC_062237.1	1118342	1141602
OG_0003363	NC_062237.1	1131051	1157717
OG_0008055	NC_062237.1	1187048	1256755
OG_0002273	NC_062237.1	1237570	1258079
OG_0015081	NC_062237.1	1256725	1296002
OG_0001566	NC_062237.1	1685468	1706762
OG_0005959	NC_062237.1	1709982	1730221
OG_0015828	NC_062237.1	1723929	1745218
OG_0017711	NC_062237.1	1733372	1755157
OG_0000174	NC_062237.1	1736888	1765792
OG_0017484	NC_062237.1	1751176	1778888
OG_0013696	NC_062237.1	1785392	1812652
OG_0014791	NC_062237.1	2136311	2163203
OG_0006953	NC_062237.1	2165665	2187097
OG_0000363	NC_062237.1	2189910	2213014
OG_0001378	NC_062237.1	2195940	2222937
OG_0000611	NC_062237.1	2262393	2287052
OG_0008332	NC_062237.1	2651709	2681410
OG_0011838	NC_062237.1	2663582	2684396
OG_0018183	NC_062237.1	2664872	2687076
OG_0002111	NC_062237.1	2669097	2692051
OG_0014608	NC_062237.1	2693637	2749990
OG_0007280	NC_062237.1	2731328	2759625
OG_0012221	NC_062237.1	2898469	2944634
OG_0002559	NC_062237.1	2951367	2981837
OG_0014451	NC_062237.1	2969311	3051236
OG_0016994	NC_062237.1	3059586	3080473
OG_0007378	NC_062237.1	3061117	3120131
OG_0000017	NC_062237.1	3812339	3835302
OG_0014093	NC_062237.1	3890836	3919600
OG_0014230	NC_062237.1	3927395	3956479
OG_0018233	NC_062237.1	3943201	3963512
OG_0006432	NC_062237.1	4144220	4164800
OG_0007258	NC_062237.1	4157885	4180561
OG_0016625	NC_062237.1	4164205	4191297
OG_0001063	NC_062237.1	4191835	4216506
OG_0017755	NC_062237.1	4219824	4241142
OG_0002394	NC_062237.1	4232931	4312347
OG_0000695	NC_062237.1	4325773	4426468
OG_0015005	NC_062237.1	4777007	4814935
OG_0012391	NC_062237.1	4826170	4856491
OG_0013340	NC_062237.1	4954566	4975789
OG_0016677	NC_062237.1	5012106	5033809
OG_0016676	NC_062237.1	5013961	5035730
OG_0016679	NC_062237.1	5016180	5037824
OG_0016736	NC_062237.1	5018981	5042456
OG_0015278	NC_062237.1	5055698	5095904
OG_0006323	NC_062237.1	5079368	5101122
OG_0018743	NC_062237.1	5089245	5110064
OG_0006463	NC_062237.1	5097088	5117738
OG_0018404	NC_062237.1	5106161	5126661
OG_0013712	NC_062237.1	5148696	5203497
OG_0017149	NC_062237.1	5188054	5209028
OG_0002003	NC_062237.1	5247969	5290968
OG_0015462	NC_062237.1	5273745	5298907
OG_0001314	NC_062237.1	5297767	5324742
OG_0001438	NC_062237.1	5396719	5431115
OG_0005456	NC_062237.1	5468289	5493127
OG_0016615	NC_062237.1	5473759	5497563
OG_0001474	NC_062237.1	5492153	5512944
OG_0014170	NC_062237.1	5521377	5542027
OG_0006982	NC_062237.1	5529275	5549691
OG_0006022	NC_062237.1	5539917	5562612
OG_0007246	NC_062237.1	5552520	5572997
OG_0014511	NC_062237.1	5555169	5576285
OG_0000432	NC_062237.1	5646636	5672489
OG_0000433	NC_062237.1	5654278	5681219
OG_0016747	NC_062237.1	5665271	5686637
OG_0008358	NC_062237.1	5672072	5695689
OG_0017602	NC_062237.1	5679462	5703917
OG_0015600	NC_062237.1	5707939	5741088
OG_0017478	NC_062237.1	5748544	5772526
OG_0015995	NC_062237.1	5859565	5927731
OG_0006932	NC_062237.1	5914313	5942502
OG_0015367	NC_062237.1	5926017	5948455
OG_0018635	NC_062237.1	6238521	6260149
OG_0016322	NC_062237.1	6242878	6269855
OG_0005873	NC_062237.1	6250580	6272297
OG_0012334	NC_062237.1	6256856	6282132
OG_0012799	NC_062237.1	6280402	6310281
OG_0013368	NC_062237.1	6296447	6322028
OG_0005510	NC_062237.1	6327570	6363918
OG_0000154	NC_062237.1	6346366	6367505
OG_0017525	NC_062237.1	6462407	6486876
OG_0009679	NC_062237.1	6513423	6537187
OG_0000067	NC_062237.1	6519326	6557650
OG_0013840	NC_062237.1	6550456	6577761
OG_0015677	NC_062237.1	6560553	6582448
OG_0000500	NC_062237.1	6630073	6655697
OG_0017050	NC_062237.1	6638728	6732080
OG_0011563	NC_062237.1	7196501	7217763
OG_0005881	NC_062237.1	7289569	7314811
OG_0005361	NC_062237.1	7316740	7451654
OG_0001598	NC_062237.1	7445805	7476797
OG_0002442	NC_062237.1	7475741	7504745
OG_0000492	NC_062237.1	7505546	7529572
OG_0008311	NC_062237.1	7515787	7541415
OG_0000388	NC_062237.1	7523558	7553319
OG_0018363	NC_062237.1	7533947	7554760
OG_0013620	NC_062237.1	7552867	7574015
OG_0019096	NC_062237.1	7554444	7576165
OG_0016156	NC_062237.1	7556767	7585746
OG_0012836	NC_062237.1	7576615	7690165
OG_0003313	NC_062237.1	7776439	7801030
OG_0011987	NC_062237.1	7801040	7843706
OG_0002106	NC_062237.1	7843692	7864888
OG_0011988	NC_062237.1	7853935	7902728
OG_0001923	NC_062237.1	7896269	7924199
OG_0015990	NC_062237.1	7976369	8001953
OG_0013667	NC_062237.1	7992724	8040343
OG_0005464	NC_062237.1	8031348	8054668
OG_0013663	NC_062237.1	8577602	8606267
OG_0012715	NC_062237.1	8602980	8623749
OG_0018281	NC_062237.1	8652795	8675225
OG_0018261	NC_062237.1	8682170	8704339
OG_0015422	NC_062237.1	8695531	8719522
OG_0012586	NC_062237.1	8707114	8782446
OG_0012816	NC_062237.1	8875414	8896061
OG_0016233	NC_062237.1	9084673	9144947
OG_0015902	NC_062237.1	9274111	9313846
OG_0017344	NC_062237.1	9354303	9387751
OG_0016294	NC_062237.1	9387964	9410336
OG_0014494	NC_062237.1	9411185	9432061
OG_0019016	NC_062237.1	9416894	9437232
OG_0016613	NC_062237.1	9419877	9454129
OG_0018853	NC_062237.1	9441009	9461714
OG_0012629	NC_062237.1	9446796	9469228
OG_0011853	NC_062237.1	9516094	9538344
OG_0007262	NC_062237.1	9538873	9561425
OG_0001391	NC_062237.1	9548301	9570483
OG_0011799	NC_062237.1	9553309	9590277
OG_0008513	NC_062237.1	9574759	9596343
OG_0000629	NC_062237.1	9584615	9611076
OG_0000818	NC_062237.1	9596431	9617186
OG_0000866	NC_062237.1	9614773	9635882
OG_0000683	NC_062237.1	9618774	9641355
OG_0016136	NC_062237.1	9845646	9877231
OG_0000301	NC_062237.1	9899694	9941792
OG_0018505	NC_062237.1	9968583	9993595
OG_0000325	NC_062237.1	9995575	10031518
OG_0013717	NC_062237.1	10012924	10036356
OG_0006651	NC_062237.1	10018489	10040731
OG_0016669	NC_062237.1	10090338	10115984
OG_0007473	NC_062237.1	10159914	10186394
OG_0012516	NC_062237.1	10247848	10290273
OG_0017954	NC_062237.1	10393006	10413624
OG_0008299	NC_062237.1	10397124	10423870
OG_0015012	NC_062237.1	10406021	10448467
OG_0017957	NC_062237.1	10471028	10491288
OG_0004981	NC_062237.1	10478753	10502398
OG_0002438	NC_062237.1	10499918	10528111
OG_0000725	NC_062237.1	10547669	10568250
OG_0005686	NC_062237.1	10559042	10586728
OG_0017192	NC_062237.1	10570033	10597794
OG_0012060	NC_062237.1	10736939	10884922
OG_0008075	NC_062237.1	10962440	10994827
OG_0014091	NC_062237.1	11023253	11050962
OG_0016668	NC_062237.1	11039069	11080217
OG_0002518	NC_062237.1	11071935	11097305
OG_0014175	NC_062237.1	11149658	11176256
OG_0001790	NC_062237.1	11210965	11255914
OG_0001327	NC_062237.1	11325527	11395972
OG_0013817	NC_062237.1	11382032	11414460
OG_0000707	NC_062237.1	11475749	11497058
OG_0012740	NC_062237.1	11503916	11524690
OG_0007688	NC_062237.1	11558785	11580354
OG_0007441	NC_062237.1	11575385	11604641
OG_0016792	NC_062237.1	11613244	11643030
OG_0016791	NC_062237.1	11624741	11650221
OG_0017414	NC_062237.1	11657663	11679662
OG_0001325	NC_062237.1	11825205	11855995
OG_0007576	NC_062237.1	12133645	12184369
OG_0006698	NC_062237.1	12261632	12282300
OG_0018758	NC_062237.1	12267340	12288267
OG_0016246	NC_062237.1	12274257	12315422
OG_0016350	NC_062237.1	12432103	12452970
OG_0007856	NC_062237.1	12483804	12513609
OG_0014374	NC_062237.1	12535279	12558284
OG_0005652	NC_062237.1	12539828	12583280
OG_0017309	NC_062237.1	12665619	12686922
OG_0001443	NC_062237.1	12705006	12752542
OG_0012330	NC_062237.1	12814611	12837206
OG_0001937	NC_062237.1	12821031	12860936
OG_0013573	NC_062237.1	12891663	12913049
OG_0013503	NC_062237.1	12927805	12948745
OG_0011810	NC_062237.1	12950379	12982750
OG_0005405	NC_062237.1	13083841	13132497
OG_0011531	NC_062237.1	13122104	13169019
OG_0009750	NC_062237.1	13157877	13185636
OG_0013308	NC_062237.1	13167128	13188407
OG_0013403	NC_062237.1	13172487	13195869
OG_0012863	NC_062237.1	13218135	13242739
OG_0012817	NC_062237.1	13225109	13259894
OG_0014121	NC_062237.1	13250887	13294346
OG_0009456	NC_062237.1	13283586	13338175
OG_0000746	NC_062237.1	13328793	13353983
OG_0003282	NC_062237.1	13371201	13398204
OG_0007502	NC_062237.1	13381260	13406204
OG_0016816	NC_062237.1	13438563	13460973
OG_0001794	NC_062237.1	13455217	13479101
OG_0001812	NC_062237.1	13518879	13540726
OG_0004251	NC_062237.1	13529572	13552045
OG_0016814	NC_062237.1	13542530	13563348
OG_0000820	NC_062237.1	13582173	13616561
OG_0012699	NC_062237.1	13611532	13632747
OG_0017802	NC_062237.1	13624413	13647430
OG_0017230	NC_062238.1	105493	132154
OG_0006968	NC_062238.1	117522	145052
OG_0007106	NC_062238.1	163715	195320
OG_0016257	NC_062238.1	196831	220675
OG_0001992	NC_062238.1	205073	228793
OG_0011490	NC_062238.1	255533	280306
OG_0003034	NC_062238.1	261690	285823
OG_0017434	NC_062238.1	277352	298751
OG_0007941	NC_062238.1	280540	308156
OG_0009561	NC_062238.1	317584	339390
OG_0000904	NC_062238.1	329148	352340
OG_0014661	NC_062238.1	342040	370381
OG_0013297	NC_062238.1	353801	374460
OG_0019017	NC_062238.1	358993	379307
OG_0003174	NC_062238.1	407090	438385
OG_0014055	NC_062238.1	429044	464992
OG_0014051	NC_062238.1	471236	504838
OG_0018938	NC_062238.1	506527	526985
OG_0017909	NC_062238.1	555472	578389
OG_0006489	NC_062238.1	563293	601942
OG_0005507	NC_062238.1	584253	607079
OG_0011436	NC_062238.1	649215	691795
OG_0016997	NC_062238.1	725815	756819
OG_0012909	NC_062238.1	746930	797884
OG_0012663	NC_062238.1	896197	921347
OG_0017574	NC_062238.1	916222	968327
OG_0014056	NC_062238.1	970928	1024594
OG_0005664	NC_062238.1	1037445	1080697
OG_0001865	NC_062238.1	1067656	1088303
OG_0013889	NC_062238.1	1081871	1147757
OG_0004342	NC_062238.1	1228424	1256915
OG_0008226	NC_062238.1	1263945	1291191
OG_0016765	NC_062238.1	1297663	1321012
OG_0007703	NC_062238.1	1302750	1323848
OG_0019024	NC_062238.1	1318081	1339111
OG_0018948	NC_062238.1	1347640	1370995
OG_0017109	NC_062238.1	1368400	1389677
OG_0011839	NC_062238.1	1378364	1409550
OG_0009446	NC_062238.1	1391205	1417120
OG_0001848	NC_062238.1	1410158	1459976
OG_0006918	NC_062238.1	1454690	1478414
OG_0005587	NC_062238.1	1466385	1523567
OG_0000773	NC_062238.1	1511934	1540882
OG_0011912	NC_062238.1	1522083	1549292
OG_0000762	NC_062238.1	1540212	1561688
OG_0000971	NC_062238.1	1559559	1596148
OG_0003179	NC_062238.1	1578745	1610196
OG_0015102	NC_062238.1	1598538	1623980
OG_0018630	NC_062238.1	1629137	1650254
OG_0006014	NC_062238.1	1967851	1988072
OG_0008049	NC_062238.1	2316896	2349965
OG_0009749	NC_062238.1	2336786	2357826
OG_0005473	NC_062238.1	2365629	2390136
OG_0015408	NC_062238.1	2477479	2513040
OG_0017567	NC_062238.1	2521187	2544936
OG_0012151	NC_062238.1	2583953	2609105
OG_0002216	NC_062238.1	2596354	2628039
OG_0017213	NC_062238.1	2615635	2649849
OG_0017692	NC_062238.1	2702969	2735425
OG_0005447	NC_062238.1	2991240	3030660
OG_0007170	NC_062238.1	3109965	3137980
OG_0012428	NC_062238.1	3211363	3234905
OG_0003177	NC_062238.1	3241214	3288037
OG_0015480	NC_062238.1	3268832	3289200
OG_0012357	NC_062238.1	3285325	3314091
OG_0013257	NC_062238.1	3295903	3334860
OG_0008241	NC_062238.1	3318924	3359703
OG_0000806	NC_062238.1	3449304	3474187
OG_0016715	NC_062238.1	3604776	3628915
OG_0002491	NC_062238.1	3791313	3839535
OG_0006972	NC_062238.1	3921544	4015434
OG_0012011	NC_062238.1	4212947	4245426
OG_0011431	NC_062238.1	4293672	4315060
OG_0002471	NC_062238.1	4312693	4361181
OG_0009328	NC_062238.1	4478887	4500899
OG_0008102	NC_062238.1	4484426	4505678
OG_0007052	NC_062238.1	4543680	4599439
OG_0013756	NC_062238.1	4585713	4607307
OG_0011814	NC_062238.1	4593029	4615989
OG_0007387	NC_062238.1	4605254	4643617
OG_0006926	NC_062238.1	4625707	4651549
OG_0001562	NC_062238.1	4649375	4670220
OG_0018722	NC_062238.1	4657456	4678522
OG_0005742	NC_062238.1	4659319	4706644
OG_0009339	NC_062238.1	4742813	4798883
OG_0017455	NC_062238.1	4789483	4810963
OG_0016455	NC_062238.1	4797886	4819692
OG_0013241	NC_062238.1	4809001	4832157
OG_0017354	NC_062238.1	4832321	4853708
OG_0016988	NC_062238.1	4839447	4861419
OG_0006791	NC_062238.1	4853554	4876883
OG_0006752	NC_062238.1	4880013	4913225
OG_0017197	NC_062238.1	4897111	4920794
OG_0008080	NC_062238.1	4922958	4945508
OG_0008308	NC_062238.1	4934277	4962424
OG_0013329	NC_062238.1	5007650	5036860
OG_0001938	NC_062238.1	5022369	5051622
OG_0015468	NC_062238.1	5034482	5055224
OG_0006276	NC_062238.1	5042264	5063347
OG_0009577	NC_062238.1	5053990	5074969
OG_0000718	NC_062238.1	5071937	5096133
OG_0006443	NC_062238.1	5114427	5135833
OG_0006678	NC_062238.1	5121434	5144006
OG_0000919	NC_062238.1	5324553	5355275
OG_0018235	NC_062238.1	5388428	5408715
OG_0013763	NC_062238.1	5452945	5474300
OG_0011502	NC_062238.1	5514605	5543095
OG_0015149	NC_062238.1	5576229	5607458
OG_0009394	NC_062238.1	6037566	6101456
OG_0005687	NC_062238.1	6191296	6227098
OG_0005826	NC_062238.1	6232811	6256071
OG_0009393	NC_062238.1	6289921	6324424
OG_0009677	NC_062238.1	6315800	6351778
OG_0014007	NC_062238.1	6342632	6363864
OG_0001089	NC_062238.1	6630201	6654284
OG_0006498	NC_062238.1	6650952	6671881
OG_0016173	NC_062238.1	6655873	6694077
OG_0012245	NC_062238.1	6699927	6726727
OG_0006680	NC_062238.1	6746420	6769789
OG_0011704	NC_062238.1	6766375	6800208
OG_0017523	NC_062238.1	6783611	6807865
OG_0002251	NC_062238.1	6871576	6920972
OG_0001667	NC_062238.1	7002329	7024653
OG_0018309	NC_062238.1	7040684	7061702
OG_0014096	NC_062238.1	7252793	7322687
OG_0013379	NC_062238.1	7346731	7370501
OG_0014543	NC_062238.1	7417938	7439935
OG_0013698	NC_062238.1	7428112	7451777
OG_0007414	NC_062238.1	7434290	7466323
OG_0018476	NC_062238.1	7447956	7469382
OG_0018217	NC_062238.1	7450039	7471256
OG_0003011	NC_062238.1	7456582	7482368
OG_0018091	NC_062238.1	7464647	7485243
OG_0005296	NC_062238.1	7499969	7520907
OG_0000157	NC_062238.1	7524233	7545516
OG_0016872	NC_062238.1	7647914	7670873
OG_0012333	NC_062238.1	7658258	7682458
OG_0007909	NC_062238.1	7664599	7685711
OG_0009570	NC_062238.1	7671688	7694180
OG_0013200	NC_062238.1	7722546	7745994
OG_0000270	NC_062238.1	7817293	7842304
OG_0012412	NC_062238.1	7833418	7855478
OG_0008048	NC_062238.1	7850381	7893331
OG_0007900	NC_062238.1	7900129	7920944
OG_0014564	NC_062238.1	7980221	8038742
OG_0009392	NC_062238.1	8044188	8078814
OG_0017626	NC_062238.1	8120797	8181506
OG_0005610	NC_062238.1	8170222	8231044
OG_0015894	NC_062238.1	8426013	8448319
OG_0009069	NC_062238.1	8434266	8468134
OG_0001813	NC_062238.1	8455678	8477069
OG_0015150	NC_062238.1	8461857	8493020
OG_0015152	NC_062238.1	8498879	8524093
OG_0002319	NC_062238.1	8510760	8538443
OG_0013806	NC_062238.1	8524631	8546457
OG_0012276	NC_062238.1	8744942	8795448
OG_0014935	NC_062238.1	9071013	9099122
